coursecode,coursename,gsc,credits,tag,crn,avail_seats,max_seats,time,day,location,instructor,notes
CAS 409,Prac Sci Lit Scholar,,2.00 cr.,,11204,20,20,tba,tba,tba,Vandegrift E,
CH 451,Adv Organic/Inorg Chem,,4.00 cr.,,11387,18,32,1000-1120,tr,331 KLA,Haley M,!
INTL 101,Intro to Intl Issues,2 IC,4.00 cr.,+ Dis,13038,5,22,1000-1050,f,473 MCK,tba,
GEOL 101,Earth's Dynam Interior,3,4.00 cr.,+ Lab,12574,0,28,1300-1350,r,47 COL,tba,
CDS 409,Prac Assistant,,1.00-7.00 cr.,,11207,15,15,tba,tba,tba,Meyer J,$M
BI 132,Intro Animal Behavior,3,4.00 cr.,+ Dis,10944,0,22,0900-0950,t,130 HUE,Schlenoff D,a
GEOL 101,Earth's Dynam Interior,3,4.00 cr.,+ Lab,12566,3,28,1000-1050,w,47 COL,tba,
BI 401,Res Microbial Ecology,,1.00-16.00 cr.,,11062,10,10,tba,tba,tba,Bohannan B,
DANC 172,Ballet I,,1.00 cr.,,11820,21,35,1400-1450,tr,354 GRX,tba,$A
CH 337,Organic Chemistry Lab,,3.00 cr.,+ Lab,11331,6,26,1700-1950,r,45 KLA,Koscho M,A
ART 609,Term Creative Proj MFA,,1.00-12.00 cr.,,10640,10,10,tba,tba,tba,STAFF,$
AA 604,Intern White Box,,1.00-6.00 cr.,,10017,5,5,tba,tba,tba,STAFF,a
GEOL 440,Sedimen Basin Analy,,4.00 cr.,,16056,16,18,1000-1120,tr,254 COL,Dorsey R,!
COLT 212,Comparat World Cinema,1 IC,4.00 cr.,,11645,0,30,1600-1750,mw,300 VIL,Baumeister A,
ART 115,Surface| Space| & Time,,4.00 cr.,+ Lab,10605,14,18,1000-1150,mw,197 LA,tba,AMb
ARTD 490,Iss & Prac Digital Art,,5.00 cr.,,10702,20,20,1300-1450,tr,WSB,Hickman C,!$AM
FHS 409,Prac Schlhouse Garden,,4.00 cr.,,12284,6,20,1200-1350,mw,ED ELM,Nelson L,!$z
ANTH 342,Arch Egypt & Near East,2 IC,4.00 cr.,+ Dis,16118,11,18,1500-1550,w,204 CON,tba,
HIST 436,Top Age of Charlemagne,,4.00 cr.,,16527,16,30,1000-1120,tr,185 LIL,Wolverton L,
BA 315,Ec/Ind & Compet Analy,,4.00 cr.,,10886,25,60,1200-1350,mw,132 LIL,Romero P,!ANdY
ART 198,Top InDesign,,1.00 cr.,,10616,10,18,1800-2150,mw 10/17-10/19,283M LA,Hall C,$AVP
CH 601,Res Nanomat Mass Spec,,1.00-16.00 cr.,,11429,4,4,tba,tba,tba,Prell J,k
ARCH 410,Passive Heat & Cooling,,4.00 cr.,,10390,0,6,0830-0950,tr,206 LA,Reynolds J,!Mj
EC 421,Intro Econometrics,,4.00 cr.,Lecture,11925,44,128,0830-0950,mw,129 MCK,Cil G,!G
CFT 627,Adv Theo Relat Therapy,,4.00 cr.,,11253,15,30,0900-1150,t,116 ED,Linville-Knobelspiesse D,M
ANTH 198,Lab Projects,,1.00-2.00 cr.,,10262,10,10,tba,tba,tba,STAFF,
HIST 190,Found E Asian Civiliz,2 IC,4.00 cr.,+ Dis,12795,20,25,1200-1250,r,471 MCK,tba,
FR 150,Cul Legacies France,1 IC,4.00 cr.,Lecture,12427,63,70,0900-0950,mwf,242 GER,McPherson K,AU
CLAS 110,Classical Mythology,1 IP,4.00 cr.,+ Dis,11626,12,25,1300-1350,r,301 DEA,tba,
CIS 425,Princ of Program Lang,,4.00 cr.,+ Dis,16656,30,75,1600-1650,f,101 LIB,tba,
ANTH 409,Practicum,,1.00-16.00 cr.,,10319,30,30,tba,tba,tba,STAFF,
EC 370,Money & Banking,2,4.00 cr.,,11916,0,90,1000-1120,tr,221 MCK,Dombeck B,!G
CH 601,Res Solar Energy Mater,,1.00-16.00 cr.,,11424,15,15,tba,tba,tba,Boettcher S,k
BI 601,Res Marine Ecology,,1.00-16.00 cr.,,11159,9,10,tba,,OIMB,Emlet R,
HIST 399,Sp St Soccer in Lat Am,,4.00 cr.,,16431,14,35,1600-1720,mw,175 LIL,Aguirre C,
DAN 508,Wrk Rehearsal & Perf,,1.00-3.00 cr.,,11792,25,25,1600-1750,mtwrf,353 GRX,Cherry C,!b
CH 461,Biochemistry,,4.00 cr.,Lecture,11388,14,86,1400-1450,mwf,123 PAC,Nolen B,!
CRES 613,Persp Conflict Resol,,4.00 cr.,,11725,27,30,1400-1550,mw,282 KNI,Musheno M,M
BI 607,Sem Neuro Jour Club,,1.00 cr.,,11181,25,25,1200-1250,m,317 HUE,Lockery S,
BI 601,Res Ecol Evol,,1.00-16.00 cr.,,11151,14,15,tba,tba,tba,Roy B,
BI 132,Intro Animal Behavior,3,4.00 cr.,+ Dis,10947,0,23,1200-1250,t,130 HUE,Schlenoff D,a
BI 213,Gen Biol III: Populat,3,4.00 cr.,+ Lab,10975,0,0,0800-0950,r,112 HUE,Wetherwax P,aQ
FLR 604,Internship,,1.00-6.00 cr.,,12411,10,10,tba,tba,tba,STAFF,
ARCH 401,Research,,1.00-6.00 cr.,,10366,10,10,tba,tba,tba,STAFF,
HPHY 321,Human Anatomy I,,5.00 cr.,+ Lab,12882,11,20,1800-1950,m,053 KLA,tba,b
BI 605,Reading,,1.00-9.00 cr.,,11177,10,10,tba,,OIMB,STAFF,
EC 423,Econometrics,,4.00 cr.,,11930,42,50,0830-0950,tr,117 ED,Kolpin V,!G
CFT 601,Research,,1.00-5.00 cr.,,11239,5,5,tba,tba,tba,STAFF,M
EC 491,Iss Econ Growth & Dev,,4.00 cr.,,11938,36,80,1600-1720,mw,302 GER,Chakraborty S,!
ACTG 401,Research,,1.00-21.00 cr.,,10114,20,20,tba,tba,tba,STAFF,
ARH 204,Hist Western Art I,1,4.00 cr.,+ Dis,10546,13,25,1300-1350,r,142 HED,tba,
ANTH 161,Intro Cultural Anth,2 IC,4.00 cr.,+ Dis,10215,3,15,1300-1350,f,260 CON,tba,
HIST 101,Western Civilization,2,4.00 cr.,Lecture,12774,83,147,1000-1050,mwf,129 MCK,Furtado M,U
BI 609,Practicum,,1.00-3.00 cr.,,11194,10,10,tba,tba,tba,STAFF,
FR 301,France Contemporaine,1 IC,4.00 cr.,,12442,0,16,1000-1050,mwf,102 DEA,Poizat-Newcomb G,!A
ARCH 609,Prac Portland,,2.00-6.00 cr.,,10522,10,10,tba,tba,tba,Miller Dowell A,p
BI 401,Res Devel Genetics,,1.00-16.00 cr.,,11049,9,10,tba,tba,tba,Westerfield M,
AFR 604,Internship,,1.00-4.00 cr.,,16816,5,5,tba,tba,tba,STAFF,d
ENVS 201,Intro Env Stu: Soc Sci,2,4.00 cr.,+ Dis,12151,0,25,1100-1150,r,105 FEN,tba,A
ENG 301,Found Eng Mjr: Context,1,4.00 cr.,+ Dis,17120,13,19,0900-0950,r,246 GER,tba,
ANTH 163,Origin of Storytelling,3 IC,4.00 cr.,+ Dis,16109,0,15,1400-1450,m,204 CON,tba,
GEOL 316,Intro Hydrogeology,,4.00 cr.,+ Lab,12593,0,18,1300-1350,r,254 COL,tba,
BI 606,Field Studies,,1.00-16.00 cr.,,11178,10,10,tba,tba,tba,STAFF,
DAN 407,Sem Senior,,1.00 cr.,,16618,9,10,1400-1550,f,156 GRX,tba,
DAN 411,Senior Project,,3.00 cr.,,11780,10,10,tba,tba,tba,STAFF,
ENVS 609,Terminal Project,,1.00-16.00 cr.,,12207,15,15,tba,tba,tba,STAFF,
CIT 381,Database Systems,,4.00 cr.,Lecture,11615,37,85,1600-1650,mwf,110 FEN,Colbert P,!AM
AEIS 101,Intro Acad Oral Comm,,4.00 cr.,,10141,19,22,1400-1550,mw,101 VOL,Gabsi T,!Aa
HIST 591,Medic & Soc Premod Jpn,,4.00 cr.,,16564,4,5,1300-1350,mwf,175 LIL,Goble A,
AAD 409,Practicum,,1.00-6.00 cr.,,10065,20,20,tba,tba,tba,Tanenbaum B,
AAA 408,Wrk Creative Entrepren,,2.00 cr.,,17037,21,25,tba,,WEB,Dellabough K,
ART 605,Reading,,1.00-6.00 cr.,,10637,10,10,tba,tba,tba,STAFF,
AFR 409,Supervised Tutoring,,1.00-4.00 cr.,,10200,10,10,tba,tba,tba,STAFF,
ARTC 490,Iss & Prac in Ceramics,,3.00 cr.,,16884,7,15,1200-1450,r,105B ART,Gillis B,!$AM
CRWR 608,Sp Top Pedagogy,,1.00 cr.,,11748,9,10,tba,tba,tba,STAFF,AMb
ENG 660,Top US Lit Realism,,5.00 cr.,,16972,2,15,1400-1650,m,253 PLC,Wonham H,M
ARCH 591,Envir Control Sys I,,4.00 cr.,,10501,18,20,1600-1750,tr,WSB,tba,!Mp
ANTH 342,Arch Egypt & Near East,2 IC,4.00 cr.,+ Dis,16112,5,19,1000-1050,w,204 CON,tba,
BA 199,Sp St Build Bus Leader,,1.00 cr.,,16959,30,30,1100-1150,f,245 LIL,Butler T,Ua
ACTG 211,Intro Accounting I,,4.00 cr.,,10099,0,60,1400-1550,tr,212 LIL,Brandt P,!AY
CH 401,Res Biochem/Evolution,,1.00-16.00 cr.,,11370,4,5,tba,tba,tba,Harms M,k
CHN 445,Top Wellness,,4.00 cr.,,16895,18,20,1600-1720,tr,44 COL,Chen W,!
HPHY 611,Prof Skills I: Eff Tch,,1.00 cr.,,12986,23,24,1000-1050,f,42 LIB,Dawson S,
EC 390,Prob/Iss Dev Economies,2 IC,4.00 cr.,,11919,5,60,1200-1320,tr,125 MCK,Bhattacharyya P,!G
GER 405,Reading,,1.00-16.00 cr.,,12675,10,10,tba,tba,tba,STAFF,
ACTG 405,Reading,,1.00-21.00 cr.,,10116,20,20,tba,tba,tba,STAFF,
CH 601,Res Photochem/Polymers,,1.00-16.00 cr.,,11417,10,10,tba,tba,tba,Tyler D,k
EALL 409,Superv Tutoring,,1.00-3.00 cr.,,11847,5,5,tba,tba,tba,STAFF,
EC 101,Contemp Econ Issues,2,4.00 cr.,+ Dis,11860,0,40,1000-1050,f,262 LIL,tba,
CH 227,Gen Chemistry Lab,,2.00 cr.,+ Lab,11296,0,0,1600-1850,r,115 KLA,Greenbowe T,A
ACTG 403,Thesis,,1.00-12.00 cr.,,10115,20,20,tba,tba,tba,STAFF,
EC 201,Intro Econ Analy Micro,2,4.00 cr.,+ Dis,11867,48,48,0800-0850,f,248 GER,tba,Q
ARTP 604,Internship,,1.00-12.00 cr.,,10792,10,10,tba,tba,tba,STAFF,
DAN 408,Wrk Rehearsal & Perf,,1.00-3.00 cr.,,11776,25,25,1600-1750,mtwrf,353 GRX,Garner B,!b
BI 401,Res Evol Genetics,,1.00-16.00 cr.,,11063,8,10,tba,tba,tba,Cresko B,
CH 401,Res Supramol Chem,,1.00-16.00 cr.,,11358,7,7,tba,tba,tba,Johnson D,k
AEIS 108,Adv Read Acad Discours,,4.00 cr.,,15975,8,18,1400-1550,tr,103 PETR,Weber J,!Aa
ES 196,Field Studies,,1.00-5.00 cr.,,12216,10,10,tba,tba,tba,STAFF,!
EALL 560,Teach East Asian Lang,,2.00 cr.,,11853,25,25,0800-1650,mtwrf9/19-9/23,101 VIL,tba,!PV
DAN 606,Special Problems,,1.00-16.00 cr.,,11807,5,5,tba,tba,tba,STAFF,
FHS 216,Diversity Hum Services,IP,4.00 cr.,,12234,25,85,1400-1550,tr,245 STB,Subramani S,
EDST 642,Pedagogy Humanities,,4.00 cr.,,12038,23,25,1100-1450,m,117 ED,Whipple K,M
INTL 406,Field Studies,,1.00-12.00 cr.,,13076,15,15,tba,tba,tba,STAFF,
FR 609,Prac 2nd Yr Pedagogy,,2.00 cr.,,12460,9,10,tba,,,Moneyang P,A
CRES 503,Thesis,,1.00-9.00 cr.,,11713,18,20,tba,tba,tba,STAFF,
BE 601,Research,,1.00-16.00 cr.,,10922,20,20,tba,tba,tba,STAFF,p
ARCH 507,Sem Renaissance Arch,,3.00 cr.,,17096,7,14,0900-1150,f,405A LA,Genasci D,
BA 352,Leadership & Communic,,4.00 cr.,,10903,12,36,1400-1550,mw,245 LIL,tba,!AMYkx
BI 401,Res Bacterial Pathogen,,1.00-16.00 cr.,,11055,10,10,tba,tba,tba,Guillemin K,
ARTD 251,Time-Based Digit Arts,,4.00 cr.,+ Lab,10674,0,20,1400-1550,tr,383 LA,tba,Ab
FIN 380,Finl Mkts & Investment,,4.00 cr.,,12361,0,46,1000-1150,mw,212 LIL,Gutierrez R,!AMnY
FHS 491,Jr Profess Prac/Iss I,,3.00 cr.,,12290,19,112,1400-1550,t,220 HED,Cronce J,!MW
DANC 399,Sp St Hip Hop II,,1.00 cr.,,11841,28,40,1400-1450,tr,352 GRX,tba,!$Aa
AAD 451,Community Cultur Devel,,4.00 cr.,,10073,5,10,1300-1650,f 10/14,249 LA,Flood B,!MPV
ARCH 409,Prac Univ Teaching,,1.00-6.00 cr.,,10387,20,20,tba,tba,tba,STAFF,
HIST 201,Inventing America,2 AC,4.00 cr.,Lecture,12802,57,119,1200-1250,mwf,115 LA,tba,U
ARCH 607,Sem Track II/Portland,,3.00 cr.,,10519,29,29,0900-1150,w,WSB,Davis H,!Mp
ES 507,Sem Native Am Ethnohst,,4.00 cr.,,16675,4,5,1400-1520,tr,123 MCK,Klopotek B,
IARC 503,Thesis,,1.00-6.00 cr.,,13017,10,10,tba,tba,tba,STAFF,
EDST 640,Meaning thr Literacy,,4.00 cr.,,12037,24,25,1600-1950,w,146 HED,Lucero A,MY
EC 201,Intro Econ Analy Micro,2,4.00 cr.,+ Dis,11870,14,49,1100-1150,f,232 LIL,tba,
GEOG 541,Political Geography,,4.00 cr.,,12529,3,5,1000-1120,mw,175 LIL,Murphy A,
CHN 199,Special Studies,,1.00-5.00 cr.,,11460,20,20,tba,tba,tba,STAFF,
FHS 496,Senior Project Propos,,1.00 cr.,,12295,0,40,1600-1650,r,144 HED,Peterson C,!MW
EDST 331,Autobio of Schooling,,4.00 cr.,,12002,20,95,1000-1150,mw,220 HED,Schmitke A,M
ARTD 410,Adv Digital Drawing,,4.00 cr.,,16284,2,18,1500-1750,tr,113 MR1,Warren T,$AM
ENG 405,Reading,,1.00-12.00 cr.,,12108,10,10,tba,tba,tba,STAFF,!
GER 403,Thesis,,1.00-12.00 cr.,,12674,10,10,tba,tba,tba,STAFF,
HPHY 409,Prac Phys Grader,,1.00-5.00 cr.,,12949,21,25,tba,,,tba,M
ANTH 431,Plants and People,,4.00 cr.,+ Dis,16392,19,20,1000-1050,r,204 CON,tba,
ARCH 561,Structural Behavior,,4.00 cr.,Lecture,10474,16,42,1000-1150,mwf,177 LA,Duff S,!M
ITAL 320,Intens Grammar Review,,4.00 cr.,,13122,17,20,1400-1520,tr,101 PETR,tba,!A
BI 121,Intro Human Physiology,3,4.00 cr.,+ Lab,10932,0,22,1400-1450,r,130 HUE,Lombardi P,ae
AAD 434,Entrepreneurship & Art,,4.00 cr.,,10071,36,40,0800-0950,tr,140 ALL,Huette S,
ARTP 606,Special Problems,,1.00-12.00 cr.,,10794,50,50,tba,tba,tba,STAFF,$
CH 601,Res Organic Mol Recog,,1.00-16.00 cr.,,11425,12,12,tba,tba,tba,Pluth M,k
ANTH 362,Human Biol Variation,3 IP,4.00 cr.,+ Dis,16365,7,20,1100-1150,r,368 CON,tba,
DAN 491,Teaching Dance,,3.00 cr.,,11782,11,20,1400-1550,mw,353 GRX,Kennedy W,!
CH 401,Res Chem Education,,1.00-16.00 cr.,,16090,0,0,tba,tba,tba,Greenbowe T,k
ITAL 150,Cul Legacies Italy,1 IC,4.00 cr.,+ Dis,13111,18,25,1300-1350,r,103 PETR,tba,AU
AEIS 112,Adv Academic Writing,,4.00 cr.,,15981,0,18,1600-1750,tr,253 STB,Dold C,!Aa
CIS 541,Intro Comput Graphics,,4.00 cr.,,16658,1,10,1200-1250,mwf,248 GER,Childs H,L
EDST 643,Math Facts and Inquiry,,4.00 cr.,,12040,19,25,1600-1950,t,146 HED,Baxter J,MYL
GEOG 605,Reading,,1.00-16.00 cr.,,12551,25,25,tba,tba,tba,STAFF,
CRES 605,Reading,,1.00-5.00 cr.,,11718,15,15,tba,tba,tba,STAFF,M
HPHY 399,Clin ECG & Exercise,,4.00 cr.,,16440,39,50,1600-1750,tr,30 PAC,Harding A,!M
FHS 407,Sem Suprv Erly Chld,,1.00 cr.,,12276,14,30,tba,,WEB,tba,!MWa
ARTD 250,Print Media Digit Arts,,4.00 cr.,+ Lab,10664,0,20,1400-1550,mw,101A MCK,tba,Ab
EDLD 683,State & Local Pol Dev,,4.00 cr.,,11985,12,21,1700-2050,r,WEB,Smith J,P
AEIS 111,Intermed Academic Writ,,4.00 cr.,,10181,15,18,1600-1750,mw,303 GER,Davy B,!Aa
CH 401,Res Spec Macrmol Cmplx,,1.00-16.00 cr.,,11351,5,5,tba,tba,tba,Marcus A,k
BI 532,Mycology,,5.00 cr.,,11118,3,4,1000-1120,mf,5 KLA,Stone J,!$c
CH 360,Physiological Biochem,,4.00 cr.,,11340,23,120,1200-1320,mw,240A MCK,Stevens T,!
ART 198,Top Web Design Basic,,1.00 cr.,,10615,16,18,1800-2150,mw 10/10-10/12,283M LA,Hall C,$AVP
CH 221,General Chemistry,3,4.00 cr.,,11264,145,300,1100-1150,twrf,150 COL,Greenbowe T,!YaU
CH 417,Physical Chemistry Lab,,4.00 cr.,Lecture,11379,14,55,1200-1250,mw,331 KLA,Lonergan M,!$A
EC 101,Contemp Econ Issues,2,4.00 cr.,Lecture,11857,17,200,1000-1120,tr,282 LIL,Urbancic M,U
DAN 408,Wrk Rehearsal & Perf,,1.00-3.00 cr.,,11775,25,25,1600-1750,mtwrf,353 GRX,Cherry C,!b
ARTS 404,Internship,,1.00-12.00 cr.,,10824,10,10,tba,tba,tba,STAFF,
BI 121,Intro Human Physiology,3,4.00 cr.,+ Lab,10935,19,23,1700-1750,r,130 HUE,Lombardi P,ae
FHS 409,Prac Early Chld Svcs,,1.00-3.00 cr.,,12285,23,25,tba,tba,tba,Van Norman R,$x
DANC 199,Sp St Hip Hop I,,1.00 cr.,,11829,43,60,1200-1350,f,352 GRX,tba,$A
CH 605,Read Fellowshp App Skl,,1.00 cr.,,11434,15,15,tba,tba,tba,Pluth M,
INTL 602,Superv College Teach,,1.00-5.00 cr.,,13088,10,10,tba,tba,tba,STAFF,
DANC 199,Sp St Salsa I,,1.00 cr.,,11827,55,60,1900-1950,tr,350 GRX,Moses F,$A
CH 227,Gen Chemistry Lab,,2.00 cr.,+ Lab,11270,0,20,1200-1450,t,109 KLA,Greenbowe T,A
GEOG 323,Biogeography,3,4.00 cr.,+ Lab,12498,10,22,1300-1350,w,206 CON,tba,
EDST 640,Meaning thr Literacy,,4.00 cr.,,12036,17,25,1600-1950,m,142 HED,Lucero A,MY
CH 601,Res Theo of Polymers,,1.00-16.00 cr.,,11406,5,5,tba,tba,tba,Guenza M,k
FIN 380,Finl Mkts & Investment,,4.00 cr.,,12363,0,45,tba,,WEB,Bauer D,!AMn
ART 198,Top Photoshop,,1.00 cr.,,10617,10,18,1800-2150,mw 10/24-10/26,283M LA,Hall C,$AVP
ENG 280,Intro to Comic Studies,1,4.00 cr.,,12092,0,35,1600-1720,tr,117 FEN,Gilroy A,
CRWR 230,Intro to Poetry Writ,,4.00 cr.,,11730,18,26,1200-1350,mw,106 CON,tba,Ab
ARCH 571,Building Enclosure,,4.00 cr.,+ Lab,10485,0,14,1000-1120,r,104 PAC,tba,M
GEOL 601,Research,,1.00-16.00 cr.,,12627,44,45,tba,tba,tba,STAFF,
IARC 545,Comp Project Prep,,3.00 cr.,,13020,6,10,0830-1120,f,206 LA,Snyder A,!M
BI 401,Res DNA Methylation,,1.00-16.00 cr.,,11045,10,10,tba,tba,tba,Selker E,
BI 601,Res Neural Computation,,1.00-16.00 cr.,,16173,9,10,tba,tba,tba,Ahmadian Tehrani Y,
ENG 461,Amer Lit to 1800,,4.00 cr.,,17044,0,0,1200-1250,mwf,175 LIL,tba,!
FIN 607,Sem Adv Topics Fin Res,,1.00 cr.,,17014,6,8,1400-1450,f,255 LIL,Wang Z,!M
DANC 171,Contact Improvisation,,1.00 cr.,,11819,18,25,1300-1350,tr,353 GRX,tba,$A
BI 601,Res Marine Zooplankton,,1.00-16.00 cr.,,11168,10,10,tba,tba,tba,Sutherland K,
AEIS 107,Read Academ Discourse,,4.00 cr.,,10158,0,0,1200-1350,tr,122 MCK,Morris J,!Aa
ANTH 171,Intro Monkeys & Apes,3,4.00 cr.,+ Lab,10239,15,15,1200-1250,f,368 CON,tba,U
ASIA 605,Reading,,1.00-6.00 cr.,,10847,10,10,tba,tba,tba,STAFF,
BI 214,Gen Bio IV: Mechanisms,3,4.00 cr.,+ Lab,10982,0,28,1300-1550,t,13 KLA,Kelly A,b
GEOG 602,Superv College Teach,,1.00-5.00 cr.,,12549,15,15,tba,tba,tba,STAFF,
HPHY 607,Sem Human Phys Series,,1.00 cr.,,12979,57,60,1100-1220,f,221 MCK,tba,
BI 213,Gen Biol III: Populat,3,4.00 cr.,+ Lab,10974,12,18,1600-1750,w,112 HUE,Wetherwax P,a
ARCH 406,Sp Pr Portland,,1.00-6.00 cr.,,10372,10,10,tba,tba,tba,STAFF,p
BI 601,Res Bacterial Pathogen,,1.00-16.00 cr.,,11152,10,10,tba,tba,tba,Guillemin K,
CIS 313,Interm Data Structures,,4.00 cr.,+ Dis,11552,0,28,1300-1350,m,026 KLA,tba,
CH 601,Res Green Chem/Nanosci,,1.00-16.00 cr.,,11409,15,15,tba,tba,tba,Hutchison J,k
ARTS 199,Special Studies,,1.00-5.00 cr.,,10820,10,10,tba,tba,tba,STAFF,$
ARCH 570,Building Construction,,4.00 cr.,Lecture,10480,17,26,0830-0950,tr,177 LA,Moore E,!M
ARCH 408,Wrk Freehand Des Media,,1.00 cr.,,10384,10,10,0830-1620,s,WSB,Pettinari J,P
BI 211,Gen Biol I: Cells,3,4.00 cr.,+ Lab,10955,9,23,1300-1450,w,111 HUE,tba,a
ARCH 406,Sp Pr Programming,,2.00 cr.,,10373,16,16,tba,tba,tba,tba,!
BI 601,Res Cellular Neurosci,,1.00-16.00 cr.,,11140,10,10,tba,tba,tba,Roberts W,
GEOL 407,Sem Curr Topics Geol,,1.00 cr.,,12607,2,5,1600-1720,w,110 WIL,Dorsey R,
BA 199,Sp St Max Business Ed,,1.00 cr.,,10871,90,90,0900-0950,r,208 DEA,Rambo-Reinitz K,MU
ANTH 162,Intro to Medical Anth,2 IC,4.00 cr.,+ Dis,16941,1,15,1400-1450,f,106 CON,tba,
CIS 507,Sem Research Colloq,,1.00 cr.,,11590,13,20,1530-1650,r,220 DES,Wu X,
CH 517,Physical Chemistry Lab,,4.00 cr.,+ Lab,11394,0,0,1400-1750,t,120 KLA,Lonergan M,
CIT 381,Database Systems,,4.00 cr.,+ Lab,11618,3,25,1500-1550,f,026 KLA,tba,M
EDLD 605,Read Leader Academy,,1.00-5.00 cr.,,11966,10,10,tba,tba,tba,STAFF,a
CH 227,Gen Chemistry Lab,,2.00 cr.,+ Lab,11289,0,0,0800-1050,r,115 KLA,Greenbowe T,A
ANTH 171,Intro Monkeys & Apes,3,4.00 cr.,+ Lab,10241,14,15,1400-1450,f,368 CON,tba,
CIS 314,Computer Organization,,4.00 cr.,Lecture,11556,24,85,1500-1550,mwf,245 STB,tba,!AM
ARCH 606,Sp Pr Electric Light,,1.00 cr.,,10515,10,10,tba,tba,tba,Cartwright V,M
ARCH 610,Intro Arch Computing,,2.00 cr.,+ Lab,10526,13,13,1100-1150,w,383 LA,tba,M
GEOG 141,Natural Environment,3,4.00 cr.,Lecture,12461,127,200,1400-1520,mw,177 LA,Gavin D,U
EDST 405,Reading,,1.00-18.00 cr.,,12003,20,20,tba,tba,tba,STAFF,M
AEIS 107,Read Academ Discourse,,4.00 cr.,,15974,14,22,1600-1750,tr,121 MCK,Adams K,!Aa
EALL 199,Special Studies,,1.00-5.00 cr.,,11842,10,10,tba,tba,tba,STAFF,
BA 215,Lang of Bus Decision,,4.00 cr.,,10872,0,60,1400-1550,mw,162 LIL,Dolan S,!ANY
BI 433,Bacterial-Host Interac,,4.00 cr.,,11100,0,20,1400-1520,mw,240B MCK,Guillemin K,!M
ART 115,Surface| Space| & Time,,4.00 cr.,+ Lab,10606,5,18,1200-1350,mw,197 LA,Weng E,AMb
BI 601,Res Invert Neuro,,1.00-16.00 cr.,,11144,5,5,tba,tba,tba,Tublitz N,
ARTF 369,Woven Structures,,4.00 cr.,,16606,8,12,1200-1450,tr,110 MR1,De La Paz J,!$AM
ARTR 404,Internship,,1.00-12.00 cr.,,10805,10,10,tba,tba,tba,STAFF,
ANTH 681,Archaeology & Anthro,,5.00 cr.,,16374,7,10,1800-2050,w,313 CON,Dueppen S,M
CH 601,Res Inorg/Org Synth,,1.00-16.00 cr.,,11405,2,2,tba,tba,tba,Doxsee K,k
HPHY 606,Special Problems,,1.00-9.00 cr.,,12978,15,15,tba,tba,tba,STAFF,
IARC 445,Comp Project Prep,,3.00 cr.,,13010,8,15,0830-1120,f,206 LA,Snyder A,!M
HPHY 212,Evid| Infer| & Biostat,,4.00 cr.,+ Dis,12869,2,20,1100-1150,r,B012 ONY,tba,B
BI 601,Res DNA Methylation,,1.00-16.00 cr.,,11142,10,10,tba,tba,tba,Selker E,
HIST 240,War in the Mod World I,2,4.00 cr.,,12809,69,147,1200-1320,tr,129 MCK,Dracobly A,U
BI 607,Sem Neurophysiology,,1.00 cr.,,11184,15,15,1530-1650,t,217 LISB,Niell C,
CIS 401,Research,,1.00-12.00 cr.,,11562,15,15,tba,tba,tba,STAFF,
DAN 251,Looking at Dance,1,4.00 cr.,,11754,19,50,1400-1550,mw,140 MUS,Nelson J,A
EDLD 460,Measurement & Assess,,2.00 cr.,,11959,19,20,1600-1750,t,WEB,Scalise K,!W
ENVS 350,Ecol Energy Generation,,4.00 cr.,,16182,40,54,1600-1750,tr,220 HED,Bothun G,!
CIS 510,Wireless Networking,,4.00 cr.,,16650,8,10,1400-1520,tr,116 ESL,Rejaie R,!
GEOL 101,Earth's Dynam Interior,3,4.00 cr.,+ Lab,12575,1,28,1100-1150,r,47 COL,tba,
ART 233,Drawing I,,4.00 cr.,,10625,11,16,0800-1050,mw,LA,Campbell A,$ABM
ARCH 584,Arch Design,,6.00 cr.,,10491,17,17,1300-1650,mwf,TBA,tba,!$M
EC 201,Intro Econ Analy Micro,2,4.00 cr.,,11874,24,100,tba,,WEB,Haynes S,WbGc
EC 470,Monetary Policy,,4.00 cr.,,11935,0,80,1200-1320,tr,128 CHI,Thoma M,!
COLT 415,Capstone Seminar,,4.00 cr.,,16482,9,15,1400-1650,w,312 VIL,Marlan D,
ES 101,Intro Ethnic Studies,2 AC,4.00 cr.,+ Dis,12213,19,25,1500-1550,r,373 MCK,Golter S,U
ART 606,Special Problems,,1.00-12.00 cr.,,10638,20,20,tba,tba,tba,STAFF,$
AEIS 112,Adv Academic Writing,,4.00 cr.,,10189,9,18,1600-1750,mw,473 MCK,Diem R,!Aa
DAN 503,Thesis,,1.00-16.00 cr.,,11786,10,10,tba,tba,tba,STAFF,
CH 517,Physical Chemistry Lab,,4.00 cr.,Lecture,11393,1,1,1200-1250,mw,331 KLA,Lonergan M,!$
ART 233,Drawing I,,4.00 cr.,,10624,6,16,1200-1450,tr,141 LA,Morgan D,$ABM
CH 461,Biochemistry,,4.00 cr.,+ Dis,11390,3,43,1200-1250,r,331 KLA,Nolen B,
INTL 101,Intro to Intl Issues,2 IC,4.00 cr.,+ Dis,13040,9,23,1300-1350,f,240B MCK,tba,
CHN 602,Superv College Teach,,1.00-6.00 cr.,,11492,15,15,tba,tba,tba,STAFF,
ARCH 523,Media for Design Devel,,3.00 cr.,,10460,0,10,1400-1550,tr,278 LA,Utsey G,!M
